ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,log2err
GO:0051216,cartilage development,23,-0.37912830826603794,-1.7220652161035945,0.0048297994002200395,0.03585003893626204,0.03585003893626204,381,"tags=35%, list=9%, signal=32%",COL3A1/NFIB/TGFBI/EFEMP1/MGP/LUM/COL2A1/OGN,0.40701791892395395
GO:0002286,T cell activation involved in immune response,36,0.6218187262713029,1.71874489758032,9.19850011435478e-5,0.0018480622957021875,0.0018480622957021875,941,"tags=56%, list=22%, signal=44%",LGALS9/HLA-DRB1/PSMA4/HMGB1/PSMB8/CD74/ICAM1/PSMA2/PSMA3/PSMB2/LCP1/PSMB1/NCKAP1L/PSMA7/STAT5A/HLA-DRA/PSMB9/PSMB4/PSMB10/PSMA1,0.5384340963099162
GO:0002456,T cell mediated immunity,38,0.6196828168830221,1.7186266990709989,7.177227092416664e-5,0.0015550658700236105,0.0015550658700236105,911,"tags=50%, list=21%, signal=40%",PTPRC/HLA-A/HLA-C/HLA-DRB1/HMGB1/CYRIB/HLA-B/HLA-E/HLA-G/CTSC/MYO1G/STX7/NCKAP1L/C4BPA/HLA-DRB3/YWHAG/HLA-DRA/RFTN1/MAPK3,0.5384340963099162
GO:0050868,negative regulation of T cell activation,36,0.6208693970514393,1.7161208936965053,9.934365007434855e-5,0.0019387368806196553,0.001938736880619655,1028,"tags=56%, list=24%, signal=42%",LGALS9/HLA-DRB1/PSMA4/CSK/HMGB1/PSMB8/HLA-E/HLA-G/PSMA2/PSMA3/PSMB2/PRKAR1A/PSMB1/PSMA7/STAT5A/PSMB9/PSMB4/PSMB10/PSMA1/CEBPB,0.5384340963099162
GO:0042098,T cell proliferation,39,0.6127571743234865,1.7112929787946438,5.598462627968506e-5,0.001316234298703234,0.001316234298703234,594,"tags=36%, list=14%, signal=31%",PTPRC/HLA-A/LGALS9/HLA-DPB1/HLA-DRB1/HMGB1/MSN/CTPS1/HLA-E/HLA-G/RAC2/TFRC/PRKAR1A/NCKAP1L,0.557332238758646
GO:0001909,leukocyte mediated cytotoxicity,44,0.6070261419050267,1.7088817188469216,2.50453131974309e-5,7.704699619909228e-4,7.704699619909228e-4,240,"tags=34%, list=6%, signal=32%",CORO1A/PTPRC/HLA-A/HLA-C/LGALS9/HLA-DRB1/ITGAM/SERPINB9/CYRIB/HLA-B/HLA-E/HLA-G/ICAM1/CTSC/GRB2,0.5756102610711286
GO:0032944,regulation of mononuclear cell proliferation,44,0.6065874966597588,1.707646857958814,2.5798541713723208e-5,7.704699619909228e-4,7.704699619909228e-4,594,"tags=34%, list=14%, signal=30%",PTPRC/HLA-A/LGALS9/HLA-DPB1/HLA-DRB1/MNDA/HMGB1/CD74/HLA-E/HLA-G/RAC2/TFRC/LYN/PRKAR1A/NCKAP1L,0.5756102610711286
GO:0050670,regulation of lymphocyte proliferation,44,0.6065874966597588,1.707646857958814,2.5798541713723208e-5,7.704699619909228e-4,7.704699619909228e-4,594,"tags=34%, list=14%, signal=30%",PTPRC/HLA-A/LGALS9/HLA-DPB1/HLA-DRB1/MNDA/HMGB1/CD74/HLA-E/HLA-G/RAC2/TFRC/LYN/PRKAR1A/NCKAP1L,0.5756102610711286
GO:0019882,antigen processing and presentation,57,0.5946206796905364,1.7065180153737953,3.993550303426005e-6,1.6343974389947168e-4,1.6343974389947168e-4,340,"tags=37%, list=8%, signal=34%",TAP2/CTSS/HLA-A/HLA-C/HLA-DPB1/HLA-DRB1/CALR/TAP1/YTHDF1/CD74/HLA-B/HLA-E/HLA-G/AP3B1/PDIA3/RAB10/RAB35/RAB8B/RAB4A/RAB6A/HLA-DRB5,0.610526878385931
GO:0050866,negative regulation of cell activation,59,0.5936089341362892,1.7060824053727326,7.692934310330287e-6,2.820711234647558e-4,2.820711234647558e-4,1028,"tags=51%, list=24%, signal=39%",PTPRC/LGALS9/PTPN6/HLA-DRB1/MNDA/PSMA4/CSK/HMGB1/PSMB8/HLA-E/HLA-G/GRN/PSMA2/PSMA3/PRKCD/LYN/SRC/PSMB2/PRKAR1A/FN1/PSMB1/FGR/PSMA7/STAT5A/PSMB9/PSMB4/PSMB10/PSMA1/TMX1/CEBPB,0.5933254763964051
